tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
3354,Robingoose #3354,Honk honk,goose_3354.png,Goose,Pink,Salmon,Closed,Red,Two Tone,No,No,None,Yes,Black,No
3355,Robingoose #3355,Honk honk,goose_3355.png,Goose,Pink,Yellow,Open,Purple,Two Tone,Yes,Yes,Pink,No,None,Yes
3356,Robingoose #3356,Honk honk,goose_3356.png,Goose,Yellow,Green,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
3357,Robingoose #3357,Honk honk,goose_3357.png,Goose,Yellow,Blue,Open,Black,Solid,Yes,No,None,No,None,No
3358,Robingoose #3358,Honk honk,goose_3358.png,Goose,Coral,Blue,Closed,Black,Solid,No,No,None,No,None,No
3359,Robingoose #3359,Honk honk,goose_3359.png,Goose,Black,Coral,Open,White,Solid,Yes,Yes,Black,No,None,No
3360,Robingoose #3360,Honk honk,goose_3360.png,Goose,Orange,Salmon,Closed,Pink,Two Tone,No,No,None,No,None,Yes
3361,Robingoose #3361,Honk honk,goose_3361.png,Goose,Lime,White,Open,Black,Solid,No,No,None,No,None,No
3362,Robingoose #3362,Honk honk,goose_3362.png,Goose,White,Purple,Closed,Orange,Two Tone,No,Yes,Pink,No,None,Yes
3363,Robingoose #3363,Honk honk,goose_3363.png,Goose,Turquoise,Coral,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
3364,Robingoose #3364,Honk honk,goose_3364.png,Goose,Blue,Sky Blue,Open,Red,Two Tone,No,Yes,Blue,No,None,Yes
3365,Robingoose #3365,Honk honk,goose_3365.png,Goose,Yellow,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
3366,Robingoose #3366,Honk honk,goose_3366.png,Goose,Black,Purple,Open,White,Solid,Yes,No,None,No,None,No
3367,Robingoose #3367,Honk honk,goose_3367.png,Goose,Sky Blue,Red,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
3368,Robingoose #3368,Honk honk,goose_3368.png,Goose,White,Red,Closed,Green,Two Tone,No,No,None,No,None,No
3369,Robingoose #3369,Honk honk,goose_3369.png,Goose,Salmon,Orange,Closed,Blue,Two Tone,No,Yes,Salmon,No,None,No
3370,Robingoose #3370,Honk honk,goose_3370.png,Goose,Purple,Yellow,Closed,Blue,Two Tone,No,No,None,No,None,Yes
3371,Robingoose #3371,Honk honk,goose_3371.png,Goose,White,Orange,Open,Turquoise,Two Tone,No,No,None,Yes,Yellow,No
3372,Robingoose #3372,Honk honk,goose_3372.png,Goose,Purple,Lime,Closed,Black,Solid,No,Yes,Yellow,No,None,No
3373,Robingoose #3373,Honk honk,goose_3373.png,Goose,White,Yellow,Open,Green,Two Tone,No,No,None,Yes,Yellow,No
3374,Robingoose #3374,Honk honk,goose_3374.png,Goose,Coral,Green,Closed,Black,Solid,No,No,None,No,None,No
3375,Robingoose #3375,Honk honk,goose_3375.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Purple,No,None,No
3376,Robingoose #3376,Honk honk,goose_3376.png,Goose,White,Salmon,Open,Sky Blue,Two Tone,No,Yes,Turquoise,No,None,No
3377,Robingoose #3377,Honk honk,goose_3377.png,Goose,White,Orange,Closed,Turquoise,Two Tone,No,No,None,Yes,Black,No
3378,Robingoose #3378,Honk honk,goose_3378.png,Goose,Turquoise,White,Open,Black,Solid,No,Yes,Turquoise,No,None,No
3379,Robingoose #3379,Honk honk,goose_3379.png,Goose,Red,Black,Open,Yellow,Two Tone,Yes,Yes,Red,No,None,Yes
3380,Robingoose #3380,Honk honk,goose_3380.png,Goose,Lime,Orange,Closed,Salmon,Two Tone,No,No,None,No,None,No
3381,Robingoose #3381,Honk honk,goose_3381.png,Goose,Salmon,Orange,Open,Turquoise,Two Tone,Yes,Yes,Salmon,No,None,No
3382,Robingoose #3382,Honk honk,goose_3382.png,Goose,Orange,Salmon,Closed,Coral,Two Tone,No,Yes,Orange,No,None,No
3383,Robingoose #3383,Honk honk,goose_3383.png,Goose,Coral,Orange,Closed,White,Two Tone,No,No,None,Yes,Black,No
3384,Robingoose #3384,Honk honk,goose_3384.png,Goose,Salmon,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
3385,Robingoose #3385,Honk honk,goose_3385.png,Goose,Black,White,Open,Red,Solid,Yes,Yes,Black,No,None,No
3386,Robingoose #3386,Honk honk,goose_3386.png,Goose,Orange,Turquoise,Open,Black,Solid,Yes,Yes,Orange,No,None,No
3387,Robingoose #3387,Honk honk,goose_3387.png,Goose,Salmon,Orange,Open,Lime,Two Tone,No,No,None,Yes,Yellow,No
3388,Robingoose #3388,Honk honk,goose_3388.png,Goose,Orange,Lime,Open,Black,Solid,No,No,None,No,None,No
3389,Robingoose #3389,Honk honk,goose_3389.png,Goose,White,Orange,Open,Purple,Two Tone,No,Yes,White,No,None,No
3390,Robingoose #3390,Honk honk,goose_3390.png,Goose,Red,Orange,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
3391,Robingoose #3391,Honk honk,goose_3391.png,Goose,Orange,Yellow,Open,Black,Solid,No,Yes,Purple,No,None,No
3392,Robingoose #3392,Honk honk,goose_3392.png,Goose,Green,Yellow,Open,Sky Blue,Two Tone,No,Yes,Green,No,None,No
3393,Robingoose #3393,Honk honk,goose_3393.png,Goose,Sky Blue,Yellow,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
3394,Robingoose #3394,Honk honk,goose_3394.png,Goose,Sky Blue,Orange,Closed,Yellow,Two Tone,No,Yes,Sky Blue,No,None,No
3395,Robingoose #3395,Honk honk,goose_3395.png,Goose,Black,Yellow,Closed,Coral,Two Tone,No,No,None,Yes,Yellow,No
3396,Robingoose #3396,Honk honk,goose_3396.png,Goose,Lime,Pink,Open,Black,Solid,Yes,No,None,No,None,No
3397,Robingoose #3397,Honk honk,goose_3397.png,Goose,Coral,Orange,Open,Purple,Two Tone,Yes,Yes,Coral,No,None,No
3398,Robingoose #3398,Honk honk,goose_3398.png,Goose,Salmon,Yellow,Closed,White,Two Tone,No,No,None,No,None,Yes
3399,Robingoose #3399,Honk honk,goose_3399.png,Goose,Pink,Yellow,Open,Black,Solid,Yes,Yes,Blue,No,None,No
3400,Robingoose #3400,Honk honk,goose_3400.png,Goose,Lime,Black,Closed,Green,Two Tone,No,Yes,Lime,No,None,No
3401,Robingoose #3401,Honk honk,goose_3401.png,Goose,White,Yellow,Open,Sky Blue,Two Tone,No,Yes,White,No,None,No
3402,Robingoose #3402,Honk honk,goose_3402.png,Goose,Pink,Orange,Closed,Sky Blue,Two Tone,No,Yes,Pink,No,None,Yes
3403,Robingoose #3403,Honk honk,goose_3403.png,Goose,White,Yellow,Open,Black,Solid,Yes,Yes,Red,No,None,No
3404,Robingoose #3404,Honk honk,goose_3404.png,Goose,Red,Black,Open,Pink,Solid,No,Yes,Red,No,None,No
3405,Robingoose #3405,Honk honk,goose_3405.png,Goose,Purple,Yellow,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
3406,Robingoose #3406,Honk honk,goose_3406.png,Goose,Lime,Orange,Open,Black,Solid,No,Yes,Red,No,None,No
3407,Robingoose #3407,Honk honk,goose_3407.png,Goose,Purple,Pink,Open,Black,Solid,Yes,No,None,No,None,No
3408,Robingoose #3408,Honk honk,goose_3408.png,Goose,Purple,Sky Blue,Closed,Green,Two Tone,No,Yes,Purple,No,None,No
3409,Robingoose #3409,Honk honk,goose_3409.png,Goose,Coral,Red,Open,Orange,Two Tone,No,No,None,No,None,No
3410,Robingoose #3410,Honk honk,goose_3410.png,Goose,Yellow,White,Open,Red,Two Tone,Yes,Yes,Yellow,No,None,No
3411,Robingoose #3411,Honk honk,goose_3411.png,Goose,Orange,Coral,Open,Black,Solid,Yes,Yes,Orange,No,None,No
3412,Robingoose #3412,Honk honk,goose_3412.png,Goose,Pink,Sky Blue,Open,Lime,Two Tone,Yes,No,None,No,None,No
3413,Robingoose #3413,Honk honk,goose_3413.png,Goose,Pink,Salmon,Closed,Coral,Two Tone,No,Yes,Sky Blue,No,None,No
3414,Robingoose #3414,Honk honk,goose_3414.png,Goose,Sky Blue,Yellow,Open,Blue,Two Tone,Yes,No,None,No,None,No
3415,Robingoose #3415,Honk honk,goose_3415.png,Goose,Yellow,Sky Blue,Open,Salmon,Two Tone,Yes,Yes,Yellow,No,None,No
3416,Robingoose #3416,Honk honk,goose_3416.png,Goose,Salmon,Blue,Open,Black,Solid,No,Yes,White,No,None,No
3417,Robingoose #3417,Honk honk,goose_3417.png,Goose,Pink,Sky Blue,Open,Black,Solid,No,No,None,No,None,No
3418,Robingoose #3418,Honk honk,goose_3418.png,Goose,Green,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
3419,Robingoose #3419,Honk honk,goose_3419.png,Goose,White,Coral,Open,Black,Solid,No,Yes,Purple,No,None,No
3420,Robingoose #3420,Honk honk,goose_3420.png,Goose,Turquoise,White,Open,Sky Blue,Two Tone,Yes,Yes,Black,No,None,Yes
3421,Robingoose #3421,Honk honk,goose_3421.png,Goose,Orange,Sky Blue,Closed,Black,Solid,No,Yes,Orange,No,None,No
3422,Robingoose #3422,Honk honk,goose_3422.png,Goose,Purple,Black,Closed,Yellow,Two Tone,No,No,None,Yes,Yellow,No
3423,Robingoose #3423,Honk honk,goose_3423.png,Goose,Coral,Pink,Open,Black,Solid,No,No,None,No,None,No
3424,Robingoose #3424,Honk honk,goose_3424.png,Goose,Yellow,Orange,Open,Green,Two Tone,No,Yes,Yellow,No,None,No
3425,Robingoose #3425,Honk honk,goose_3425.png,Goose,White,Purple,Open,Black,Solid,Yes,Yes,Black,No,None,No
3426,Robingoose #3426,Honk honk,goose_3426.png,Goose,Pink,Coral,Closed,Yellow,Two Tone,No,No,None,No,None,No
3427,Robingoose #3427,Honk honk,goose_3427.png,Goose,Coral,Orange,Open,Black,Solid,Yes,Yes,Lime,No,None,No
3428,Robingoose #3428,Honk honk,goose_3428.png,Goose,Pink,Yellow,Open,Sky Blue,Two Tone,No,Yes,Pink,No,None,Yes
3429,Robingoose #3429,Honk honk,goose_3429.png,Goose,Green,Pink,Open,White,Two Tone,Yes,No,None,No,None,Yes
3430,Robingoose #3430,Honk honk,goose_3430.png,Goose,White,Orange,Open,Coral,Two Tone,Yes,No,None,Yes,Black,No
3431,Robingoose #3431,Honk honk,goose_3431.png,Goose,Black,Purple,Open,White,Solid,No,Yes,Black,No,None,No
3432,Robingoose #3432,Honk honk,goose_3432.png,Goose,Yellow,Pink,Closed,Black,Solid,No,Yes,Orange,No,None,No
3433,Robingoose #3433,Honk honk,goose_3433.png,Goose,Salmon,Yellow,Closed,White,Two Tone,No,Yes,Salmon,No,None,No
3434,Robingoose #3434,Honk honk,goose_3434.png,Goose,Blue,Purple,Closed,Turquoise,Two Tone,No,Yes,Blue,No,None,No
3435,Robingoose #3435,Honk honk,goose_3435.png,Goose,Pink,Yellow,Closed,Black,Solid,No,Yes,Coral,No,None,No
3436,Robingoose #3436,Honk honk,goose_3436.png,Goose,Yellow,Orange,Open,Blue,Two Tone,Yes,No,None,No,None,No
3437,Robingoose #3437,Honk honk,goose_3437.png,Goose,Sky Blue,Pink,Closed,White,Two Tone,No,Yes,Sky Blue,No,None,No
3438,Robingoose #3438,Honk honk,goose_3438.png,Goose,Orange,Yellow,Closed,Coral,Two Tone,No,Yes,Orange,No,None,No
3439,Robingoose #3439,Honk honk,goose_3439.png,Goose,Red,Orange,Closed,White,Two Tone,No,No,None,No,None,No
3440,Robingoose #3440,Honk honk,goose_3440.png,Goose,Pink,Purple,Open,Yellow,Two Tone,Yes,No,None,No,None,No
3441,Robingoose #3441,Honk honk,goose_3441.png,Goose,Black,Yellow,Closed,White,Solid,No,Yes,Red,No,None,No
3442,Robingoose #3442,Honk honk,goose_3442.png,Goose,Pink,Green,Open,Black,Solid,No,Yes,Coral,No,None,No
3443,Robingoose #3443,Honk honk,goose_3443.png,Goose,White,Yellow,Open,Green,Two Tone,Yes,No,None,No,None,No
3444,Robingoose #3444,Honk honk,goose_3444.png,Goose,Black,Red,Closed,White,Solid,No,No,None,No,None,No
3445,Robingoose #3445,Honk honk,goose_3445.png,Goose,White,Black,Closed,Yellow,Two Tone,No,No,None,Yes,Black,No
3446,Robingoose #3446,Honk honk,goose_3446.png,Goose,Pink,Orange,Open,Sky Blue,Two Tone,Yes,No,None,Yes,Yellow,No
3447,Robingoose #3447,Honk honk,goose_3447.png,Goose,Green,Red,Open,Black,Solid,Yes,Yes,Green,No,None,No
3448,Robingoose #3448,Honk honk,goose_3448.png,Goose,Salmon,Orange,Open,Black,Solid,Yes,Yes,Salmon,No,None,No
3449,Robingoose #3449,Honk honk,goose_3449.png,Goose,Orange,Green,Closed,Black,Solid,No,Yes,Green,No,None,No
3450,Robingoose #3450,Honk honk,goose_3450.png,Goose,Salmon,Turquoise,Open,Coral,Two Tone,No,Yes,Salmon,No,None,No
3451,Robingoose #3451,Honk honk,goose_3451.png,Goose,White,Salmon,Closed,Lime,Two Tone,No,No,None,No,None,No
3452,Robingoose #3452,Honk honk,goose_3452.png,Goose,White,Orange,Open,Black,Solid,No,Yes,Orange,No,None,No
3453,Robingoose #3453,Honk honk,goose_3453.png,Goose,Purple,Turquoise,Open,Black,Solid,No,Yes,Purple,No,None,No
3454,Robingoose #3454,Honk honk,goose_3454.png,Goose,Green,Yellow,Open,Purple,Two Tone,Yes,No,None,No,None,No
3455,Robingoose #3455,Honk honk,goose_3455.png,Goose,White,Orange,Open,Lime,Two Tone,No,Yes,White,No,None,Yes
3456,Robingoose #3456,Honk honk,goose_3456.png,Goose,Sky Blue,Yellow,Open,Blue,Two Tone,No,No,None,Yes,Black,No
3457,Robingoose #3457,Honk honk,goose_3457.png,Goose,Black,Yellow,Open,Red,Solid,Yes,Yes,Yellow,No,None,No
3458,Robingoose #3458,Honk honk,goose_3458.png,Goose,Coral,Blue,Open,Black,Solid,Yes,No,None,No,None,No
3459,Robingoose #3459,Honk honk,goose_3459.png,Goose,White,Turquoise,Open,Black,Solid,Yes,Yes,White,No,None,No
3460,Robingoose #3460,Honk honk,goose_3460.png,Goose,Sky Blue,Green,Open,Black,Solid,Yes,Yes,White,No,None,No
3461,Robingoose #3461,Honk honk,goose_3461.png,Goose,Orange,White,Open,Black,Solid,Yes,Yes,Orange,No,None,No
3462,Robingoose #3462,Honk honk,goose_3462.png,Goose,Blue,Orange,Open,Black,Solid,No,No,None,No,None,No
3463,Robingoose #3463,Honk honk,goose_3463.png,Goose,Turquoise,Orange,Closed,Blue,Two Tone,No,No,None,No,None,No
3464,Robingoose #3464,Honk honk,goose_3464.png,Goose,Red,Orange,Closed,White,Two Tone,No,No,None,Yes,Yellow,No
3465,Robingoose #3465,Honk honk,goose_3465.png,Goose,White,Pink,Closed,Black,Solid,No,Yes,Orange,No,None,No
3466,Robingoose #3466,Honk honk,goose_3466.png,Goose,Red,Orange,Open,Black,Solid,Yes,Yes,Lime,No,None,No
3467,Robingoose #3467,Honk honk,goose_3467.png,Goose,Sky Blue,Orange,Closed,Green,Two Tone,No,No,None,Yes,Black,No
3468,Robingoose #3468,Honk honk,goose_3468.png,Goose,Black,Orange,Closed,Red,Two Tone,No,Yes,Black,No,None,Yes
3469,Robingoose #3469,Honk honk,goose_3469.png,Goose,Blue,Red,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
3470,Robingoose #3470,Honk honk,goose_3470.png,Goose,Black,Green,Open,Red,Solid,Yes,Yes,Black,No,None,No
3471,Robingoose #3471,Honk honk,goose_3471.png,Goose,White,Coral,Closed,Turquoise,Two Tone,No,No,None,Yes,Black,No
3472,Robingoose #3472,Honk honk,goose_3472.png,Goose,White,Blue,Closed,Purple,Two Tone,No,Yes,White,No,None,No
3473,Robingoose #3473,Honk honk,goose_3473.png,Goose,Purple,Lime,Open,Black,Solid,No,No,None,No,None,No
3474,Robingoose #3474,Honk honk,goose_3474.png,Goose,White,Blue,Open,Yellow,Two Tone,Yes,No,None,No,None,Yes
3475,Robingoose #3475,Honk honk,goose_3475.png,Goose,White,Sky Blue,Open,Black,Solid,No,Yes,White,No,None,No
3476,Robingoose #3476,Honk honk,goose_3476.png,Goose,White,Blue,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
3477,Robingoose #3477,Honk honk,goose_3477.png,Goose,White,Orange,Open,Blue,Two Tone,Yes,Yes,Yellow,No,None,Yes
3478,Robingoose #3478,Honk honk,goose_3478.png,Goose,Black,Yellow,Open,White,Solid,Yes,Yes,Black,No,None,No
3479,Robingoose #3479,Honk honk,goose_3479.png,Goose,White,Yellow,Closed,Orange,Two Tone,No,No,None,Yes,Yellow,No
3480,Robingoose #3480,Honk honk,goose_3480.png,Goose,Coral,Lime,Closed,Green,Two Tone,No,Yes,Pink,No,None,No
3481,Robingoose #3481,Honk honk,goose_3481.png,Goose,White,Green,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
3482,Robingoose #3482,Honk honk,goose_3482.png,Goose,Lime,Turquoise,Open,Sky Blue,Two Tone,Yes,No,None,No,None,Yes
3483,Robingoose #3483,Honk honk,goose_3483.png,Goose,Salmon,White,Open,Black,Solid,No,Yes,Salmon,No,None,No
3484,Robingoose #3484,Honk honk,goose_3484.png,Goose,White,Turquoise,Open,Black,Solid,Yes,No,None,No,None,No
3485,Robingoose #3485,Honk honk,goose_3485.png,Goose,Turquoise,Orange,Open,Red,Two Tone,Yes,No,None,Yes,Yellow,No
3486,Robingoose #3486,Honk honk,goose_3486.png,Goose,Lime,Orange,Open,Blue,Two Tone,Yes,No,None,No,None,No
3487,Robingoose #3487,Honk honk,goose_3487.png,Goose,Orange,Green,Open,White,Two Tone,Yes,Yes,Orange,No,None,Yes
3488,Robingoose #3488,Honk honk,goose_3488.png,Goose,Turquoise,Salmon,Open,Black,Solid,No,Yes,Turquoise,No,None,No
3489,Robingoose #3489,Honk honk,goose_3489.png,Goose,Pink,Orange,Open,Black,Solid,Yes,Yes,Red,No,None,No
3490,Robingoose #3490,Honk honk,goose_3490.png,Goose,Black,Sky Blue,Open,Purple,Two Tone,Yes,No,None,No,None,No
3491,Robingoose #3491,Honk honk,goose_3491.png,Goose,Orange,Purple,Open,Yellow,Two Tone,No,No,None,No,None,No
3492,Robingoose #3492,Honk honk,goose_3492.png,Goose,Green,Coral,Open,Blue,Two Tone,Yes,No,None,No,None,No
3493,Robingoose #3493,Honk honk,goose_3493.png,Goose,Black,Red,Closed,Red,Solid,No,No,None,No,None,No
3494,Robingoose #3494,Honk honk,goose_3494.png,Goose,Black,Yellow,Closed,Sky Blue,Two Tone,No,No,None,No,None,Yes
3495,Robingoose #3495,Honk honk,goose_3495.png,Goose,Yellow,Orange,Closed,Red,Two Tone,No,Yes,Yellow,No,None,No
3496,Robingoose #3496,Honk honk,goose_3496.png,Goose,Orange,Sky Blue,Closed,Green,Two Tone,No,Yes,Orange,No,None,No
3497,Robingoose #3497,Honk honk,goose_3497.png,Goose,White,Yellow,Open,Salmon,Two Tone,No,Yes,White,No,None,Yes
3498,Robingoose #3498,Honk honk,goose_3498.png,Goose,Orange,Purple,Open,Black,Solid,Yes,No,None,No,None,No
3499,Robingoose #3499,Honk honk,goose_3499.png,Goose,Sky Blue,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
3500,Robingoose #3500,Honk honk,goose_3500.png,Goose,Blue,Turquoise,Open,Black,Solid,No,No,None,No,None,No
3501,Robingoose #3501,Honk honk,goose_3501.png,Goose,Lime,Orange,Open,Black,Solid,Yes,Yes,White,No,None,No
3502,Robingoose #3502,Honk honk,goose_3502.png,Goose,Green,Orange,Open,Turquoise,Two Tone,No,Yes,Green,No,None,Yes
3503,Robingoose #3503,Honk honk,goose_3503.png,Goose,White,Turquoise,Open,Yellow,Two Tone,No,Yes,Orange,No,None,Yes
3504,Robingoose #3504,Honk honk,goose_3504.png,Goose,Purple,Yellow,Open,Pink,Two Tone,Yes,No,None,No,None,No
3505,Robingoose #3505,Honk honk,goose_3505.png,Goose,Black,Yellow,Closed,Sky Blue,Two Tone,No,Yes,Black,No,None,No
3506,Robingoose #3506,Honk honk,goose_3506.png,Goose,White,Salmon,Closed,Coral,Two Tone,No,No,None,No,None,No
3507,Robingoose #3507,Honk honk,goose_3507.png,Goose,Pink,Salmon,Closed,White,Two Tone,No,No,None,No,None,Yes
3508,Robingoose #3508,Honk honk,goose_3508.png,Goose,Blue,Orange,Closed,Salmon,Two Tone,No,Yes,Blue,No,None,Yes
3509,Robingoose #3509,Honk honk,goose_3509.png,Goose,Turquoise,Purple,Closed,Pink,Two Tone,No,Yes,Turquoise,No,None,No
3510,Robingoose #3510,Honk honk,goose_3510.png,Goose,White,Pink,Closed,Black,Solid,No,Yes,Red,No,None,No
3511,Robingoose #3511,Honk honk,goose_3511.png,Goose,Purple,Yellow,Open,Black,Solid,Yes,Yes,White,No,None,No
3512,Robingoose #3512,Honk honk,goose_3512.png,Goose,Red,Yellow,Open,Turquoise,Two Tone,No,No,None,No,None,No
3513,Robingoose #3513,Honk honk,goose_3513.png,Goose,Lime,Turquoise,Open,Black,Solid,Yes,Yes,Lime,No,None,No
3514,Robingoose #3514,Honk honk,goose_3514.png,Goose,White,Yellow,Closed,Purple,Two Tone,No,No,None,No,None,No
3515,Robingoose #3515,Honk honk,goose_3515.png,Goose,Blue,Orange,Open,Salmon,Two Tone,No,Yes,Sky Blue,No,None,Yes
3516,Robingoose #3516,Honk honk,goose_3516.png,Goose,Orange,Turquoise,Open,Coral,Two Tone,Yes,Yes,Orange,No,None,Yes
3517,Robingoose #3517,Honk honk,goose_3517.png,Goose,Salmon,Black,Open,Turquoise,Solid,Yes,No,None,No,None,No
3518,Robingoose #3518,Honk honk,goose_3518.png,Goose,White,Sky Blue,Open,Orange,Two Tone,Yes,No,None,Yes,Yellow,No
3519,Robingoose #3519,Honk honk,goose_3519.png,Goose,Green,Blue,Closed,Lime,Two Tone,No,No,None,Yes,Yellow,No
3520,Robingoose #3520,Honk honk,goose_3520.png,Goose,White,Pink,Open,Lime,Two Tone,Yes,No,None,No,None,No
3521,Robingoose #3521,Honk honk,goose_3521.png,Goose,Lime,Orange,Closed,White,Two Tone,No,No,None,No,None,No
3522,Robingoose #3522,Honk honk,goose_3522.png,Goose,Pink,Lime,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
3523,Robingoose #3523,Honk honk,goose_3523.png,Goose,Black,Purple,Open,Red,Solid,No,No,None,No,None,No
3524,Robingoose #3524,Honk honk,goose_3524.png,Goose,Turquoise,Blue,Open,Black,Solid,Yes,No,None,No,None,No
3525,Robingoose #3525,Honk honk,goose_3525.png,Goose,Black,Purple,Open,White,Solid,Yes,Yes,Black,No,None,No
3526,Robingoose #3526,Honk honk,goose_3526.png,Goose,Black,White,Open,Red,Solid,No,Yes,Black,No,None,No
3527,Robingoose #3527,Honk honk,goose_3527.png,Goose,Purple,Orange,Open,Coral,Two Tone,Yes,No,None,No,None,Yes
3528,Robingoose #3528,Honk honk,goose_3528.png,Goose,Black,Orange,Open,Red,Solid,Yes,Yes,Black,No,None,No
3529,Robingoose #3529,Honk honk,goose_3529.png,Goose,Blue,Yellow,Closed,Salmon,Two Tone,No,Yes,Blue,No,None,No
3530,Robingoose #3530,Honk honk,goose_3530.png,Goose,Green,Yellow,Closed,Orange,Two Tone,No,Yes,Green,No,None,No
3531,Robingoose #3531,Honk honk,goose_3531.png,Goose,Sky Blue,Purple,Closed,Orange,Two Tone,No,No,None,No,None,No
3532,Robingoose #3532,Honk honk,goose_3532.png,Goose,Yellow,Orange,Open,Blue,Two Tone,No,No,None,No,None,Yes
3533,Robingoose #3533,Honk honk,goose_3533.png,Goose,Red,Orange,Closed,Yellow,Two Tone,No,No,None,No,None,Yes
3534,Robingoose #3534,Honk honk,goose_3534.png,Goose,White,Black,Closed,Red,Two Tone,No,Yes,White,No,None,No
3535,Robingoose #3535,Honk honk,goose_3535.png,Goose,Red,Turquoise,Open,Black,Solid,No,Yes,Salmon,No,None,No
3536,Robingoose #3536,Honk honk,goose_3536.png,Goose,Red,Black,Closed,Black,Solid,No,No,None,No,None,No
3537,Robingoose #3537,Honk honk,goose_3537.png,Goose,Yellow,Green,Open,Black,Solid,No,Yes,Yellow,No,None,No
3538,Robingoose #3538,Honk honk,goose_3538.png,Goose,Red,Orange,Open,Black,Solid,Yes,Yes,Red,No,None,No
3539,Robingoose #3539,Honk honk,goose_3539.png,Goose,White,Yellow,Open,Salmon,Two Tone,No,No,None,No,None,No
3540,Robingoose #3540,Honk honk,goose_3540.png,Goose,Orange,Yellow,Open,Green,Two Tone,Yes,No,None,No,None,No
3541,Robingoose #3541,Honk honk,goose_3541.png,Goose,Green,Yellow,Open,White,Two Tone,No,Yes,Green,No,None,No
3542,Robingoose #3542,Honk honk,goose_3542.png,Goose,White,Coral,Closed,Black,Solid,No,Yes,Orange,No,None,No
3543,Robingoose #3543,Honk honk,goose_3543.png,Goose,Sky Blue,White,Open,Black,Solid,Yes,No,None,No,None,No
3544,Robingoose #3544,Honk honk,goose_3544.png,Goose,Green,White,Open,Black,Solid,No,No,None,No,None,No
3545,Robingoose #3545,Honk honk,goose_3545.png,Goose,Orange,Black,Closed,Sky Blue,Two Tone,No,No,None,No,None,Yes
3546,Robingoose #3546,Honk honk,goose_3546.png,Goose,Orange,Yellow,Open,Black,Solid,Yes,Yes,White,No,None,No
3547,Robingoose #3547,Honk honk,goose_3547.png,Goose,White,Red,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
3548,Robingoose #3548,Honk honk,goose_3548.png,Goose,Coral,Yellow,Open,Green,Two Tone,No,Yes,Coral,No,None,No
3549,Robingoose #3549,Honk honk,goose_3549.png,Goose,Pink,Orange,Open,Blue,Two Tone,Yes,Yes,Pink,No,None,No
3550,Robingoose #3550,Honk honk,goose_3550.png,Goose,Purple,Red,Closed,Black,Solid,No,Yes,Purple,No,None,No
3551,Robingoose #3551,Honk honk,goose_3551.png,Goose,White,Blue,Closed,Sky Blue,Two Tone,No,Yes,White,No,None,No
3552,Robingoose #3552,Honk honk,goose_3552.png,Goose,Orange,Yellow,Open,Black,Solid,Yes,Yes,Black,No,None,No
3553,Robingoose #3553,Honk honk,goose_3553.png,Goose,Blue,Orange,Closed,Coral,Two Tone,No,Yes,Blue,No,None,Yes
3554,Robingoose #3554,Honk honk,goose_3554.png,Goose,Salmon,Orange,Closed,Black,Solid,No,Yes,Coral,No,None,No
3555,Robingoose #3555,Honk honk,goose_3555.png,Goose,Lime,Orange,Open,Sky Blue,Two Tone,No,No,None,No,None,No
3556,Robingoose #3556,Honk honk,goose_3556.png,Goose,White,Orange,Closed,Yellow,Two Tone,No,Yes,Green,No,None,Yes
3557,Robingoose #3557,Honk honk,goose_3557.png,Goose,White,Yellow,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
3558,Robingoose #3558,Honk honk,goose_3558.png,Goose,Yellow,Black,Closed,Pink,Solid,No,Yes,Yellow,No,None,No
3559,Robingoose #3559,Honk honk,goose_3559.png,Goose,White,Orange,Open,Coral,Two Tone,Yes,Yes,White,No,None,Yes
3560,Robingoose #3560,Honk honk,goose_3560.png,Goose,Lime,Turquoise,Open,Red,Two Tone,No,Yes,Lime,No,None,No
3561,Robingoose #3561,Honk honk,goose_3561.png,Goose,White,Orange,Closed,Blue,Two Tone,No,No,None,No,None,Yes
3562,Robingoose #3562,Honk honk,goose_3562.png,Goose,Orange,Lime,Open,Black,Solid,No,No,None,No,None,No
3563,Robingoose #3563,Honk honk,goose_3563.png,Goose,Green,White,Closed,Purple,Two Tone,No,No,None,Yes,Yellow,No
